transaction date,district,transaction type,land shifting total area,num_building,num_land,num_garage,total floor number,building state,main building materials,complete year,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd
2020-11-11,Xinyi District,Land+Building,29.11,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,110.56,3,1,1,0,No carpark,0.0,0,94.71,1.23,14.62,0,14470000,130879
2020-11-15,Shilin District,Land+Building,28.67,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,99.31,2,2,1,0,No carpark,0.0,0,84.97,0.0,14.34,0,18800000,189306
2020-12-01,Shilin District,Land+Building,13.45,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,59.0,35.97,2,1,1,0,No carpark,0.0,0,32.77,1.85,1.35,0,4350000,120934
2020-11-09,Shilin District,Land+Building+Garage,36.53,1,3,1,7.0,Apartment_5to10storey,Reinforced Concrete,74.0,180.9,4,2,1,1,Ground Floor,0.0,0,125.21,0.0,21.88,1,32000000,176893
2020-10-30,Shilin District,Land+Building+Garage,120.12,2,1,5,14.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,720.47,0,0,0,1,Ramp Plane,165.55,8250000,308.3,0.0,29.05,1,76280000,122594
2020-10-20,Beitou District,Land+Building+Garage,31.52,1,2,2,13.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,215.38,2,2,1,1,Ramp Machinery,39.0,0,102.98,7.32,11.07,1,45500000,211255
2020-12-11,Shilin District,Land+Building,118.0,1,1,0,,House,Strengthened Brickwork,53.0,136.12,4,2,1,0,No carpark,0.0,0,136.12,0.0,0.0,0,53000000,389362
2020-10-14,Beitou District,Land+Building,33.0,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,67.0,100.26,3,1,1,0,No carpark,0.0,0,80.97,0.0,19.29,0,14800000,147616
2020-09-21,Daan District,Land+Building,19.94,1,1,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,102.8,3,1,1,1,No carpark,0.0,0,75.13,1.26,7.07,1,23000000,223735
2020-10-16,Daan District,Land+Building+Garage,33.64,1,2,3,23.0,Apartment_11storeyorgreater,Other,105.0,346.48,3,2,1,1,Ramp Plane,74.4,10000000,163.0,10.69,14.48,1,111800000,374155
2020-11-01,Daan District,Land+Building,32.86,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,62.0,115.11,4,3,1,1,No carpark,0.0,0,115.11,0.0,0.0,1,30200000,262358
2020-11-06,Daan District,Land+Building,41.06,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,82.3,2,1,1,0,No carpark,0.0,0,82.3,0.0,0.0,0,13800000,167679
2020-12-06,Daan District,Land+Building,13.61,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,75.0,99.24,3,2,1,1,No carpark,0.0,0,71.84,1.76,10.81,1,26000000,262018
2020-10-23,Daan District,Land+Building,46.0,1,1,0,2.0,House,Reinforced Concrete,70.0,73.27,4,2,1,0,No carpark,0.0,0,69.98,0.0,3.29,0,18500000,252491
2020-12-08,Shilin District,Land+Building,15.19,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,77.03999999999999,2,2,1,0,No carpark,0.0,0,45.68,26.89,0.0,0,12000000,155763
2020-12-02,Beitou District,Land+Building,4.09,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,94.0,37.7,0,0,0,1,No carpark,0.0,0,19.64,0.65,3.02,1,5100000,135279
2020-11-21,Neihu District,Land+Building,17.8,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,75.0,63.53,4,2,1,0,No carpark,0.0,0,51.55,0.27,3.48,0,7000000,110167
2020-11-14,Zhongshan District,Land+Building+Garage,10.47,1,2,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,105.00999999999999,0,0,0,1,Ramp Machinery,8.3,1500000,55.64,0.0,5.49,1,22600000,218178
2020-01-13,Neihu District,Land+Building+Garage,18.01,2,2,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,107.35,2,1,1,1,Lifting Plane,20.01,1700000,40.3,8.1,4.58,1,17380000,179528
2020-11-27,Xinyi District,Land+Building,9.24,1,1,0,18.0,Apartment_11storeyorgreater,Other,97.0,95.46000000000001,2,1,1,1,No carpark,0.0,0,53.18,0.0,9.59,1,28300000,296459
2020-09-15,Xinyi District,Land+Building+Garage,18.69,1,4,1,10.0,Apartment_5to10storey,Reinforced Concrete,106.0,145.49,2,1,1,1,Ramp Plane,41.16,2500000,61.28,0.0,7.53,1,27500000,239624
2020-11-20,Xinyi District,Land+Building+Garage,14.77,1,1,1,19.0,Apartment_11storeyorgreater,Other,95.0,107.75,2,1,1,1,Ramp Machinery,16.34,1800000,51.21,4.72,4.88,1,25000000,253802
2020-11-20,Songshan District,Land+Building,33.25,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,60.0,86.85,3,2,1,0,No carpark,0.0,0,86.85,0.0,0.0,0,16200000,186528
2020-12-21,Songshan District,Land+Building,8.71,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,26.5,3,2,1,0,No carpark,0.0,0,26.5,0.0,0.0,0,4380000,165283
2020-12-15,Nangang District,Land+Building,61.32,1,1,0,18.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,363.47,0,0,0,1,No carpark,0.0,0,201.77,16.59,0.0,1,38200000,105098
2020-12-15,Xinyi District,Land+Building,3.34,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,38.55,0,0,0,1,No carpark,0.0,0,25.51,0.0,3.7,1,10000000,259403
2020-07-05,Xinyi District,Land+Building,13.15,1,4,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,136.22,4,4,1,1,No carpark,0.0,0,96.44,0.0,8.43,1,22600000,165908
2020-11-21,Xinyi District,Land+Building,32.5,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,106.64,0,0,0,0,No carpark,0.0,0,106.64,0.0,0.0,0,21000000,196924
2020-11-04,Xinyi District,Land+Building,46.0,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,64.0,137.54,3,2,1,0,No carpark,0.0,0,137.54,0.0,0.0,0,14500000,105424
2020-12-02,Songshan District,Land+Building,13.01,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,69.0,132.54,3,2,1,1,No carpark,0.0,0,104.36,0.0,15.97,1,28600000,215784
2020-11-25,Songshan District,Land+Building,25.74,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,107.38,3,2,1,1,No carpark,0.0,0,95.25,0.0,12.13,1,22400000,208605
2020-11-21,Beitou District,Land+Building+Garage,121.06,2,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,96.0,315.88,6,3,1,1,Ramp Plane,51.83,2500000,170.74,5.74,21.55,1,40880000,145351
2020-11-15,Neihu District,Land+Building+Garage,30.83,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,82.0,145.32,2,2,1,1,Ramp Plane,0.0,2500000,87.88,0.64,9.94,1,23000000,158282
2020-11-29,Zhongshan District,Land+Building+Garage,23.09,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,187.56,3,0,1,1,Lifting Machinery,41.24,0,75.75,32.04,0.0,1,31000000,165280
2020-08-29,Neihu District,Land+Building+Garage,24.15,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,92.0,88.04,2,1,1,1,Lifting Plane,15.41,1500000,46.59,1.59,4.84,1,14580000,180091
2020-10-26,Zhongshan District,Land+Building,20.27,1,2,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,67.0,156.46,3,2,1,1,No carpark,0.0,0,108.96,0.0,9.57,1,20500000,131024
2020-06-25,Zhongshan District,Land+Building,39.83,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,65.0,136.19,0,0,0,0,No carpark,0.0,0,136.19,0.0,0.0,1,66000000,484617
2020-11-25,Neihu District,Land+Building+Garage,31.62,1,1,2,19.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,258.23,3,2,1,1,Ramp Plane,56.27,4800000,141.46,10.29,11.93,1,50000000,223807
2020-12-03,ZhongZheng District,Land+Building+Garage,40.2,1,1,2,6.0,Apartment_5to10storey,Reinforced Concrete,103.0,200.19,3,2,1,1,Lifting Plane,26.96,0,94.67,6.87,11.06,1,57500000,287227
2020-11-18,ZhongZheng District,Land+Building,20.31,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,101.26,2,2,1,1,No carpark,0.0,0,53.29,42.69,0.0,1,10000000,98756
2020-11-22,Wanhua District,Land+Building,31.0,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,64.0,85.0,5,2,1,0,No carpark,0.0,0,73.56,0.0,11.44,0,10500000,123529
2020-10-21,Wanhua District,Land+Building+Garage,14.67,1,1,1,19.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,201.51,3,2,1,1,Ramp Plane,27.86,2450000,107.91,7.67,10.23,1,35450000,190037
2020-12-14,Wenshan District,Land+Building,28.0,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,65.0,87.12,3,1,1,0,No carpark,0.0,0,87.12,0.0,0.0,0,17200000,197429
2020-12-01,Wenshan District,Land+Building,6.54,1,4,0,4.0,Apartment_5storey,Reinforced Concrete,,23.33,3,1,1,0,No carpark,0.0,0,21.4,0.0,1.93,0,1900000,81440
2020-12-18,Wenshan District,Land+Building,30.67,1,1,0,1.0,House,Brickwork,,26.47,2,1,1,0,No carpark,0.0,0,26.47,0.0,0.0,0,16000000,604458
2020-11-29,Wenshan District,Land+Building+Garage,20.04,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,100.0,146.31,1,1,1,1,Ramp Plane,37.43,2000000,62.95,0.0,13.79,1,18000000,146951
2020-11-17,Daan District,Land+Building,18.98,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,72.0,133.5,3,2,1,1,No carpark,0.0,0,95.07,0.0,14.9,1,28900000,216479
2020-12-17,Daan District,,2.75,1,1,1,8.0,Other,Reinforced Concrete,98.0,42.83,0,0,1,1,Ramp Plane,0.0,3300000,0.0,0.0,0.0,0,3300000,
2020-11-12,Daan District,Land+Building,40.5,1,2,0,4.0,Apartment_5storey,Strengthened Brickwork,,91.37,4,4,1,0,No carpark,0.0,0,91.37,0.0,0.0,0,22600000,247346
2020-12-02,Daan District,Land+Building,30.67,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,71.0,147.32,3,2,1,1,No carpark,0.0,0,102.89,0.0,21.82,1,41500000,281700
2020-08-29,Daan District,Land+Building,24.67,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,82.38,3,1,1,0,No carpark,0.0,0,60.75,11.5,7.74,0,17700000,214858
2020-10-31,Daan District,Land+Building,27.74,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,112.66,3,1,1,0,No carpark,0.0,0,86.35,0.0,13.52,0,12000000,106515
2020-10-27,Daan District,Land+Building,29.1,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,98.68,3,2,1,0,No carpark,0.0,0,85.97,0.0,12.71,0,18000000,182408
2020-10-13,Daan District,Land+Building+Garage,19.43,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,96.0,89.89,1,1,1,0,Lifting Plane,12.79,0,32.64,2.88,5.95,1,28000000,311492
2020-11-23,Daan District,Land+Building,4.37,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,43.67,1,1,1,1,No carpark,0.0,0,21.98,1.28,3.16,1,13100000,299977
2020-10-29,Beitou District,Land+Building,23.68,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,79.14,2,1,1,0,No carpark,0.0,0,73.67,0.0,5.47,0,11500000,145312
2020-11-14,Shilin District,Land+Building+Garage,39.18,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,87.0,196.26,3,2,1,1,Ramp Plane,0.0,0,109.42,0.0,11.61,1,30600000,155916
2020-08-07,Beitou District,Land+Building,15.18,1,2,0,10.0,Apartment_5to10storey,Reinforced Concrete,71.0,137.39,4,2,1,1,No carpark,0.0,0,108.01,0.0,12.98,1,26850000,195429
2020-12-01,Shilin District,Land+Building,27.55,1,5,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,134.51,3,2,1,0,No carpark,0.0,0,93.57,0.0,10.47,1,28200000,209634
2020-12-02,Shilin District,Land+Building,26.74,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,75.0,133.1,3,2,1,0,No carpark,0.0,0,114.42,0.0,11.27,1,23750000,178451
2020-12-03,Beitou District,Land+Building,33.89,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,117.81,3,2,1,0,No carpark,0.0,0,103.04,0.0,14.77,0,16980000,144130
2020-11-21,Shilin District,Land+Building,23.04,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,149.37,3,2,1,1,No carpark,0.0,0,82.28,9.9,3.84,1,43600000,291893
2020-11-25,Xinyi District,Land+Building,27.7,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,92.63,3,2,1,0,No carpark,0.0,0,81.33,0.0,11.3,0,10900000,117672
2020-11-27,Nangang District,Land+Building,1.88,1,1,0,2.0,House,Strengthened Brickwork,47.0,2.35,0,0,0,0,No carpark,0.0,0,2.35,0.0,0.0,0,430000,182979
2020-11-18,Nangang District,Land+Building+Garage,33.32,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,79.0,222.08999999999997,4,2,1,1,Ramp Plane,0.0,0,163.05,4.94,16.21,1,32200000,144986
2020-11-21,Songshan District,Land+Building+Garage,24.09,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,106.0,103.84,2,1,1,1,Tower,12.38,0,52.84,0.0,5.34,1,22000000,211864
2020-11-01,Xinyi District,Land+Building,39.15,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,139.36,3,2,1,1,No carpark,0.0,0,118.51,0.0,16.54,0,17500000,125583
2020-11-22,Xinyi District,Land+Building,28.3,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,98.24,3,2,1,0,No carpark,0.0,0,87.29,0.0,10.95,0,16660000,169585
2020-12-17,Xinyi District,,5.48,1,1,1,13.0,Other,Reinforced Concrete,98.0,39.52,0,0,0,1,Ramp Plane,0.0,2700000,0.0,0.0,0.0,0,2700000,
2020-10-15,Shilin District,Land+Building,79.0,1,1,0,2.0,House,Strengthened Brickwork,60.0,122.76,4,3,1,0,No carpark,0.0,0,122.76,0.0,0.0,0,22000000,179211
2020-11-03,Xinyi District,Land+Building+Garage,7.35,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,108.12,2,1,1,1,Tower,13.9,0,53.25,0.0,11.92,1,29500000,272845
2020-11-16,Songshan District,Land+Building,48.75,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,127.98,3,2,1,0,No carpark,0.0,0,127.98,0.0,0.0,0,39600000,309423
2020-10-26,Xinyi District,Land+Building+Garage,14.13,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,91.0,238.16,0,0,0,1,Ramp Plane,0.0,1800000,74.23,0.0,16.58,1,40453500,169858
2020-12-03,Neihu District,Land+Building,48.0,1,1,0,2.0,House,Strengthened Brickwork,,65.24,4,3,1,0,No carpark,0.0,0,65.24,0.0,0.0,0,11500000,176272
2020-10-06,Neihu District,Land+Building+Garage,68.08,1,1,3,14.0,Other,Reinforced Concrete,105.0,383.85,0,0,0,1,Ramp Plane,112.83,5700000,162.53,7.53,20.9,0,57600000,191499
2020-11-12,Zhongshan District,Land+Building,47.09,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,89.0,155.75,3,2,1,1,No carpark,0.0,0,77.91,0.0,8.1,1,26000000,166934
2020-06-09,Neihu District,Land+Building+Garage,18.01,1,2,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,107.35,2,1,1,1,Lifting Plane,20.01,1950000,40.3,8.1,4.58,1,17000000,172315
2020-10-07,Zhongshan District,Land+Building,15.61,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,199.39999999999998,0,0,0,1,No carpark,0.0,0,119.25,6.27,8.33,1,64630000,324122
2020-10-07,Zhongshan District,Land+Building+Garage,9.49,1,1,3,15.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,199.49,0,0,0,1,Ramp Plane,82.62,7500000,69.09,3.34,6.0,1,45370000,324008
2020-10-28,Neihu District,Land+Building,12.32,1,4,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,80.0,39.17,1,1,1,1,No carpark,0.0,0,23.6,1.5,3.23,1,6500000,165943
2020-04-24,Neihu District,Land+Building,25.44,1,2,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,124.28,3,2,1,1,No carpark,0.0,0,56.17,5.74,13.19,1,21990000,176939
2020-11-14,Zhongshan District,Land+Building,18.35,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,65.0,58.11,2,1,1,0,No carpark,0.0,0,55.91,0.0,2.2,0,10860000,186887
2020-10-16,Zhongshan District,Land+Building+Garage,30.44,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,200.95,3,2,1,1,Ramp Plane,30.82,0,94.46,7.41,11.03,1,60100000,299079
2020-11-03,Zhongshan District,Land+Building,47.09,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,89.0,155.44,3,2,1,1,No carpark,0.0,0,77.6,0.0,8.1,1,9650000,62082
2020-11-01,Zhongshan District,Land+Building,15.76,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,53.1,0,0,0,1,No carpark,0.0,0,31.95,0.89,3.08,1,13220000,248964
2020-11-22,Neihu District,Land+Building,27.54,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,95.45,6,5,1,0,No carpark,0.0,0,87.93,0.0,7.52,0,13500000,141435
2020-11-20,Neihu District,Land+Building,3.31,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,40.230000000000004,1,1,1,1,No carpark,0.0,0,18.32,0.0,5.82,1,7300000,181457
2020-11-02,Neihu District,Land+Building,23.7,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,101.0,99.59,2,1,1,1,No carpark,0.0,0,61.22,1.21,7.06,1,14600000,146601
2020-10-17,Neihu District,Land+Building,37.97,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,78.0,114.82,3,2,1,0,No carpark,0.0,0,97.23,1.1,9.94,0,16000000,139349
2020-11-24,Neihu District,Land+Building+Garage,26.7,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,100.0,206.42000000000002,2,2,1,1,Ramp Machinery,47.84,0,94.13,10.88,5.98,1,43000000,208313
2020-12-01,Neihu District,Land+Building+Garage,19.42,1,3,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,134.06,3,1,1,1,Ramp Plane,31.0,0,61.77,1.28,6.74,1,20000000,149176
2020-11-14,Wanhua District,Land+Building+Garage,9.72,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,92.0,126.14000000000001,3,2,1,1,Tower,0.0,0,65.11,0.0,13.9,1,20000000,158554
2020-11-09,ZhongZheng District,Land+Building+Garage,20.14,1,1,1,22.0,Apartment_11storeyorgreater,Other,108.0,240.62,0,0,0,1,Ramp Plane,41.15,3300000,260.59,25.54,18.84,1,62770000,298155
2020-11-03,ZhongZheng District,Land+Building+Garage,22.68,1,1,1,22.0,Apartment_11storeyorgreater,Other,108.0,263.58,0,0,0,1,Ramp Plane,35.17,3850000,139.62,17.78,5.36,1,67660000,279366
2020-10-11,Wanhua District,Land+Building,24.17,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,92.81,3,1,1,0,No carpark,0.0,0,71.66,0.0,11.72,0,12800000,137916
2020-11-06,Wanhua District,Land+Building+Garage,15.49,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,187.4,3,2,1,1,Ramp Plane,43.59,2550000,88.19,1.96,6.16,1,24650000,153675
2020-09-29,Datong District,Land+Building+Garage,12.3,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,109.0,68.62,1,1,1,1,Lifting Plane,1.48,0,32.68,2.69,3.32,1,15618000,227601
2020-11-25,ZhongZheng District,Land+Building,6.57,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,82.50999999999999,2,1,1,1,No carpark,0.0,0,44.86,0.0,6.82,1,24210000,293419
2020-09-24,Datong District,Land+Building,3.52,1,9,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,67.0,37.52,1,1,1,1,No carpark,0.0,0,25.67,0.0,3.84,1,5860000,156183
2020-11-11,Wanhua District,Land+Building,31.32,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,119.71000000000001,3,2,1,0,No carpark,0.0,0,90.9,1.96,13.26,0,13000000,108596
2020-11-18,Wanhua District,Land+Building,27.5,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,92.62,1,1,1,0,No carpark,0.0,0,92.62,0.0,0.0,0,18000000,194342
2020-11-27,Wenshan District,Land+Building,23.8,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,83.22,3,2,1,0,No carpark,0.0,0,70.55,12.67,0.0,0,13250000,159217
2020-11-24,Wenshan District,Land+Building,31.75,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,88.94,2,2,1,0,No carpark,0.0,0,88.94,0.0,0.0,0,14660000,164830
2020-10-16,Wenshan District,Land+Building+Garage,25.82,1,1,2,26.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,241.89,4,2,1,1,Ramp Plane,66.14,5200000,102.55,7.31,10.9,1,40500000,200853
2020-12-03,ZhongZheng District,Land+Building,23.38,1,3,0,4.0,Apartment_5storey,Strengthened Brickwork,58.0,70.03,3,2,1,0,No carpark,0.0,0,70.02,0.0,0.0,0,12000000,171355
2020-10-31,ZhongZheng District,Land+Building,18.2,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,161.92,3,2,1,1,No carpark,0.0,0,136.34,0.0,15.2,1,46000000,284091
2020-12-14,Wanhua District,Land+Building+Garage,20.85,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,137.26,3,2,1,1,other,16.99,1800000,65.46,6.92,8.2,1,19900000,150495
2020-12-14,Wanhua District,Land+Building+Garage,19.87,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,124.89999999999999,3,2,1,1,other,16.99,1800000,62.95,0.0,7.15,1,20100000,169586
2020-12-14,Wanhua District,Land+Building+Garage,20.85,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,137.26,3,2,1,1,other,16.99,1800000,65.46,6.92,8.2,1,19900000,150495
2020-12-11,Wanhua District,Land+Building,10.6,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,59.42,1,1,1,1,No carpark,0.0,0,34.89,0.0,3.74,1,9500000,159879
2020-12-11,Wanhua District,Land+Building+Garage,20.39,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,131.03,3,2,1,1,other,16.99,1800000,64.34,3.31,7.58,1,19200000,152578
2020-12-09,Wanhua District,Land+Building,8.81,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,49.26,1,1,1,1,No carpark,0.0,0,65.14,0.0,6.72,1,8860000,179862
2020-12-09,Wanhua District,Land+Building+Garage,11.52,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,78.28999999999999,2,1,1,1,other,16.99,1800000,65.14,0.0,6.72,1,11500000,158238
2020-12-10,Wanhua District,Land+Building+Garage,16.13,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,104.03999999999999,0,0,0,1,other,16.99,1800000,56.54,0.0,0.0,1,17000000,174612
2020-12-09,Wanhua District,Land+Building+Garage,19.53,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,123.12,3,2,1,1,other,16.99,1800000,62.4,0.0,6.58,1,20000000,171488
2020-12-02,Wanhua District,Land+Building,18.0,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,63.19,2,1,1,0,No carpark,0.0,0,57.51,0.0,5.68,0,3058335,48399
2020-10-24,Datong District,Land+Building,7.35,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,77.8,2,1,1,0,No carpark,0.0,0,42.77,4.44,4.89,1,17880000,229820
2020-11-21,Datong District,Land+Building+Garage,8.59,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,96.49000000000001,2,1,1,1,Tower,17.83,0,41.99,3.19,2.13,1,19360000,200643
2020-11-29,Wanhua District,Land+Building,10.76,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,106.69999999999999,3,2,1,1,No carpark,0.0,0,68.36,0.76,9.87,1,14500000,135895
2020-12-20,Wanhua District,Land+Building,24.0,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,59.0,67.5,2,1,1,0,No carpark,0.0,0,67.5,0.0,0.0,0,7800000,115556
2020-12-20,Wanhua District,Land+Building,24.25,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,74.12,2,1,1,0,No carpark,0.0,0,74.12,0.0,0.0,0,7800000,105235
2020-12-02,Wanhua District,Land+Building,21.5,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,58.0,68.1,2,1,1,0,No carpark,0.0,0,68.1,0.0,0.0,0,7700000,113069
2020-11-28,Wanhua District,Land+Building,27.5,1,2,0,4.0,Apartment_5storey,Strengthened Brickwork,58.0,63.67,0,0,0,0,No carpark,0.0,0,63.67,0.0,0.0,0,9500000,149207
2020-11-21,Wanhua District,Land+Building,16.67,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,66.0,82.98,4,4,1,0,No carpark,0.0,0,81.47,0.0,1.51,0,8500000,102434
2020-12-14,ZhongZheng District,Land+Building,0.65,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,5.3,0,0,0,0,No carpark,0.0,0,0.0,0.0,0.0,1,480000,90566
2020-12-14,ZhongZheng District,Land+Building,0.61,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,5.06,0,0,0,0,No carpark,0.0,0,0.0,0.0,0.0,1,459000,90711
2020-11-02,Neihu District,Land+Building+Garage,60.64,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,272.65,4,3,1,1,Ramp Plane,42.28,2200000,138.1,5.87,13.83,1,47600000,197074
2020-12-01,Neihu District,Land+Building+Garage,17.3,1,1,2,29.0,Apartment_11storeyorgreater,Other,107.0,268.5,0,0,0,1,Ramp Plane,58.2,5250000,121.53,2.85,17.12,1,65000000,284118
2020-11-19,Zhongshan District,Land+Building,51.36,1,1,0,10.0,Apartment_5storey,Reinforced Concrete,62.0,503.61,0,0,0,0,No carpark,0.0,0,503.61,0.0,0.0,0,89800000,178313
2020-09-13,Zhongshan District,Land+Building+Garage,55.17,1,1,2,9.0,Apartment_5to10storey,Reinforced Concrete,87.0,259.76,3,3,1,1,Ramp Plane,0.0,0,208.59,0.0,16.1,1,59600000,229443
2020-11-12,Zhongshan District,Land+Building,21.5,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,67.0,76.66,3,2,1,0,No carpark,0.0,0,66.27,0.0,10.39,0,12000000,156535
2020-11-15,Neihu District,Land+Building,24.4,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,97.44,4,1,1,0,No carpark,0.0,0,74.26,0.0,11.22,0,14750000,151375
